question,answer,intent
생돈가스 저거는 포장해서 가는 거예요?,네 튀기지 않은 생돈가스예요,메뉴판에있는음식에대한질문
포크 가락국수는 뭐예요?,포크 가락국수는 기본 하얀색 가락국수이에요,메뉴판에있는음식에대한질문
야끼 가락국수가 쟁반 가락국수이에요?,볶음 짬뽕이에요,메뉴판에있는음식에대한질문
교자가 만두 아니에요?,네 만두에요,메뉴판에있는음식에대한질문
삼선 볶음밥은?,삼선 볶음밥은 해물 약간 더 들어가고요,메뉴판에있는음식에대한질문
햄 볶음밥 잘 나가나요?,햄 볶음밥은 거의 애들이 먹어요 케첩이 들어가서요,메뉴판에있는음식에대한질문
그럼 햄 볶음밥은 햄 해서 볶음밥 하시는 거예요?,네 짜장은 같이 안 나가고요,메뉴판에있는음식에대한질문
마파 밥은 어떤 거예요?,마파 밥은 지금 재료가 없어서 안 돼요,메뉴판에있는음식에대한질문
백낙지 짬뽕은 어떤 거예요?,하얀색 짬뽕요,메뉴판에있는음식에대한질문
짜장면은 없어요?,면 쪽에 있어요,메뉴판에있는음식에대한질문
중화 비빔밥은 어떤 거예요?,야채  해물 고기를 볶아서 계란 넣어요,메뉴판에있는음식에대한질문
짬 아제비가 뭐예요?,짬에 비는 면 대신에 수제비 들어가요,메뉴판에있는음식에대한질문
볶음 짬뽕은 어떤 건가요? 국물 없이 야끼 가락국수처럼 볶아서 나오는 거예요?,네,메뉴판에있는음식에대한질문
메뉴판이 어딨죠 이거 연어초밥 연어만 나오죠?,네,메뉴판에있는음식에대한질문
여기는 스시만 있나요?,회전초밥 전문점이라서 스시만 있어요,메뉴판에있는음식에대한질문
알밥은 일식이에요?,알밥은 그냥 김치볶음 들어가고 알 들어가고 야채 쪽파 들어가고 날치알이 들어가니까 일식은 아니죠,메뉴판에있는음식에대한질문
초밥 종류는 없나요?,네 저희는 덮밥류만 팔아요,메뉴판에있는음식에대한질문
뒤편에 있는 거는 뭐예요?,그건 식사는 아니고 사이드 메뉴에요,메뉴판에있는음식에대한질문
회덮밥도 일식이에요?,여름에 하기는 하는데요 계절메뉴라서 지금은 안 합니다,메뉴판에있는음식에대한질문
메밀 초밥은 뭐예요? 메밀도 나오고 초밥도 나오는 건가요?,네 같이 나와요. 여덟 개에 메밀이랑요,메뉴판에있는음식에대한질문
이건 뭐죠 코코아 스시?,네 코코아에요,메뉴판에있는음식에대한질문
도로가 뭐예요?,도로는 참치뱃살입니다,메뉴판에있는음식에대한질문
저거는 만두예요?,네 옛날 만두 하고 새우만두입니다.,메뉴판에있는음식에대한질문
모둠 순대는 뭐예요?,순대 세 가지가 나오는 거예요,메뉴판에있는음식에대한질문
빈대떡은 고기국수에 포함돼서 나와요?,아뇨 따로예요 사이드 메뉴라서 필요하시면 시키시면 돼요,메뉴판에있는음식에대한질문
비벼 먹는 거예요?,네 면을 소스랑 비벼서 드시는 짬뽕이에요,메뉴판에있는음식에대한질문
밥이에요?,아니요,메뉴판에있는음식에대한질문
간짬뽕이 뭐예요?,국물 없이 비벼서 드시는 짬뽕이에요,메뉴판에있는음식에대한질문
밀면이 뭐예요?,밀면은 시원하게 먹는 건데 밀가루로 반죽을 해서 면을 뽑아서 나오는 거죠,메뉴판에있는음식에대한질문
국물이 빨개요?,하얀 국물이에요,메뉴판에있는음식에대한질문
백짬뽕은 뭐예요?,해물 들어가는 거예요,메뉴판에있는음식에대한질문
통후라이드 꼬치는 어떤 거예요?,롱 프라이는 닭 가슴살을 튀긴 거예요,메뉴판에있는음식에대한질문
돈가스 떡볶이는 어떤 거예요?,떡볶이에 돈가스 올라간 거예요,메뉴판에있는음식에대한질문
꼬마김밥은 뭐죠?,충무김밥처럼 작게 말아서 나가는 거예요,메뉴판에있는음식에대한질문
꼬마 눈물 김밥은 뭐예요?,매운 거예요,메뉴판에있는음식에대한질문
고추만두는 어떤 거예요?,약간 매콤한 거예요,메뉴판에있는음식에대한질문
접시 만두 카는 건?,만두 여덟 개 쪄서 나와요,메뉴판에있는음식에대한질문
메밀 정병은 뭐예요?,일본식 만두라고 생각하시면 돼요 길쭉하게 메밀로 쌓여져 있고 안에는 고기만두예요,메뉴판에있는음식에대한질문
칼국수는 그냥 육수 넣고 만드는 일반 칼국수인 거죠?,저희는 해물 육수입니다,메뉴판에있는음식에대한질문
메뉴판에 있는 이거는 세트 메뉴에요?,아니요 이거는 세트가 아니고 꿀 팀이라고 안내드리는 거예요,메뉴판에있는음식에대한질문
시래기 밥상도 괜찮은가요?,네 이것도 많이 드세요,메뉴판에있는음식에대한질문
병아리 밥상은 아기들이 먹는 거죠?,네 아이들용 메뉴에요,메뉴판에있는음식에대한질문
불낙 새는 뭐죠?,"불고기, 낙지, 새우 들어가 있는 거요",메뉴판에있는음식에대한질문
뚝배기 불고기는 국물이 많이 들어간 거예요?,네 육수도 같이 들어가서 국물이 많아요,메뉴판에있는음식에대한질문
이거는 뭐예요 뚝배기 불고기?,불고기를 일 인분 주문이 가능하시도록 해놓은 메뉴입니다,메뉴판에있는음식에대한질문
순대 국밥은 그러면 같이 주는 거예요?,순대하고 고기하고 들어가는 거예요,메뉴판에있는음식에대한질문
따로 국밥은 뭐예요?,돼지고기만 따로 드시는 거예요,메뉴판에있는음식에대한질문
여기 두루치기도 맛있어요?,네,메뉴판에있는음식에대한질문
전주비빔밥 맛있어요?,비빔밥 맛있어요,메뉴판에있는음식에대한질문
갈비탕은 맛있나요?,네 맛있어요,메뉴판에있는음식에대한질문
모둠 국밥은 맛있나요?,네,메뉴판에있는음식에대한질문
일단은 이거는 뭐예요?,이거는 이 메뉴를 드시면 생맥주를 이천 원에 드린다는 거예요,메뉴판에있는음식에대한질문
돼지갈비 저런 거는 몇 명 와야 먹죠?,삼 인분 이상 시키셔야 해요,메뉴판에있는음식에대한질문
여기 있는 쌈 샤부샤부는 어떻게 먹는 거예요?,여기 그림 보시면 있어요,메뉴판에있는음식에대한질문
등뼈 해장국이 뼈다귀 해장국이에요?,네,메뉴판에있는음식에대한질문
특구 뚝배기는 뭐예요?,굴이 더 추가된 거예요,메뉴판에있는음식에대한질문
국은 따로 없어요?,된장찌개 나가요,메뉴판에있는음식에대한질문
자화육각수 순두부는 뭐예요?,자화육각수라는 물로 만든 순두부에요,메뉴판에있는음식에대한질문
돈가스만 따로 팔아요?,전에는 파는데 지금은 안 팔아요,메뉴판에있는음식에대한질문
가스는 돈가스에요?,네,메뉴판에있는음식에대한질문
불고기 덮밥이 있다고요?,불고기 덮밥은 구천원이고요,메뉴판에있는음식에대한질문
메뉴가 혼자 먹는 거는 이런 거예요?,찌개 일인 각각 되고요 이거는 일인 세트고요,메뉴판에있는음식에대한질문
된장찌개는 이거 두 가지에요?,그건 돼지찌개에요,메뉴판에있는음식에대한질문
불낙 뚝배기가 뚝배기에 나오나요?,네,메뉴판에있는음식에대한질문
소고기국밥은 그냥 소고깃국이고?,네,메뉴판에있는음식에대한질문
양푼 해장국은 어떤 거예요?,소 위하고 선지하고 들어간 겁니다,메뉴판에있는음식에대한질문
회 냉면은 냉면인데 회가 올려져 있는 거예요?,네,메뉴판에있는음식에대한질문
짬뽕 해물 뭐 들어가요?,홍합하고 뭐 두 가지 밖에 안 들어가요,메뉴판에있는음식에대한질문
해산물은 어떤 거 들어가요?,해산물은 꽃게와 홍합이나 고기가 들어가요,메뉴판에있는음식에대한질문
마찰이 짬뽕에는 해물이 어떻게 들어가요?,오징어 홍합 이렇게 간단한 것만 들어가요,메뉴판에있는음식에대한질문
짬뽕은 해산물 어떤 게 들어가요?,일반 짬뽕은 뭐 기본 오징어하고 들어가죠 해산물 좀 많이 들어간 건 해물짬뽕하셔야 되고요,메뉴판에있는음식에대한질문
짬뽕은 해산물 뭐 들어가요?,홍합하고 오징어요,메뉴판에있는음식에대한질문
매운 짬뽕도 따로 있어요?,해물 삼선짬뽕하고 가격은 똑같아요,메뉴판에있는음식에대한질문
짬뽕 해물에 해물은 뭐 들어가요?,조개하고 오징어 바지락 바다에서 나오는 해물은 다 들어간다 보시면 돼요,메뉴판에있는음식에대한질문
유산슬이 뭐예요?,유산슬은 가늘게 채 썰어서 나와요 부드러운 거예요,메뉴판에있는음식에대한질문
오향장육은 뭐예요?,지금은 안돼요,메뉴판에있는음식에대한질문
양장피는 뭐예요?,돼지고기 삼선 해물 야채를 여러 가지 채로 모양내서 양장피라는 게 있거든요 그걸 삶아서 만든 거예요,메뉴판에있는음식에대한질문
짬뽕 해산물에 어떤 게 들어가요?,삼선짬뽕에는 홍합하고 조개 들어가요,메뉴판에있는음식에대한질문
백짬뽕은 뭐예요?,하얀 짬뽕이에요,메뉴판에있는음식에대한질문
사진 이거예요?,이거는 만두고 이건 빵이에요,메뉴판에있는음식에대한질문
만두 같은 거예요?,아니요 그냥 빵이에요 안에 아무것도 안 들어있어요,메뉴판에있는음식에대한질문
홍콩 꽃빵이 뭐예요?,그냥 빵이에요,메뉴판에있는음식에대한질문
삼선짜장은 뭐 들어가요?,해물이요,메뉴판에있는음식에대한질문
여기 군만두가 서비스로 나오는 군만두랑 똑같아요?,네 똑같은 거예요,메뉴판에있는음식에대한질문
국물하고 면 없이 밥이 비벼지는 거예요?,네 맞아요,메뉴판에있는음식에대한질문
중화 비빔밥은 어떤 거예요?,짬뽕하고 비슷한데 국물 없이 먹는 거예요,메뉴판에있는음식에대한질문
일식에 돈가스 이런 종류도 있나요?,그런 종류는 없어요,메뉴판에있는음식에대한질문
그래요 해물야끼 가락국수 이거 시켜도 되나요?,네 아무거나 시키면 되세요,메뉴판에있는음식에대한질문
그럼 초밥은 어떤 종류 있나요? 1인분 시키면 생선 모둠으로 들어가는 건가요?,네 모둠 하셔도 되고 특선하셔도 되고 이게 13피스 나오고 이게 15피스 나와요,메뉴판에있는음식에대한질문
이게 스시집에 동태탕이 돼요?,겨울에는 동태탕도 해요,메뉴판에있는음식에대한질문
돈가스 김치 나베는 뭐예요?,돈가스에다가 김치랑 소스 끓인 거를 부어가지고 약간 찌개 느낌으로 밥이랑 같이 드시는 메뉴에요,메뉴판에있는음식에대한질문
나베는 뜻이 뭐예요?,일본 냄비라는 뜻이기도 하고 냄비에 끓여서 만드는 음식이라는 뜻이에요,메뉴판에있는음식에대한질문
텐코쿠 라멘이 뭐지요?,일본어로 테코 쿠가 천국이라는 말이에요,메뉴판에있는음식에대한질문
여기 다 라멘이에요?,여기는 다 라멘이고 이쪽은 덮밥 요리고요,메뉴판에있는음식에대한질문
모둠 초밥은 종류가 뭐 뭐 있어요?,지금 하시면 연어 광어 한치 초새우 생새우 그리고 장어 이렇게 나와요,메뉴판에있는음식에대한질문
사케 등은 뭐예요?,생연어가 올라가는데 그 위에 어니언 소스랑 마늘 간장 소스 조금씩 부어서 드시는 거예요,메뉴판에있는음식에대한질문
몇 개 들어가 있어요?,열 개 들어가 있어요,메뉴판에있는음식에대한질문
여기 모둠은 뭐 있어요?,광어 우럭 오징어 생새우 초새우 있어요,메뉴판에있는음식에대한질문
가츠동 에비 동임 뭐예요?,가츠동은 돈가스 들어간 거고 에이동은 새우 들어간 거고요,메뉴판에있는음식에대한질문
캘리포니아롤은 어떤 거예요?,김 놓고 말아놓은 거예요,메뉴판에있는음식에대한질문
여기 서구리탕이 뭐예요?,참치 활어 연어를 깍두기 썰기를 해가지고 탕인데 맛있어요,메뉴판에있는음식에대한질문
규동이랑 가츠동은 뭐예요?,규동은 위에 소고기 올라가는 거고 가츠동은 돈가스 올라가요 에이동은 새우튀김이고요 가라에 비동은 치킨이에요,메뉴판에있는음식에대한질문
정성 모둠 초밥에는 뭐가 들어가요?,골고루 들어가요,메뉴판에있는음식에대한질문
자연산은 뭐 뭐 나와요?,도다리하고 그런 거 나옵니다,메뉴판에있는음식에대한질문
어떤 게 나와요?,광어 우럭이요,메뉴판에있는음식에대한질문
제가 익힌 해물만 먹어서 모둠 초밥정식에서 초생 우만 할 수 있죠?,네 가능해요 그렇게 하시면 팔천 원입니다,메뉴판에있는음식에대한질문
튀김은 어떤 튀김 나와요?,야채튀김이랑 새우튀김이요,메뉴판에있는음식에대한질문
불고기 필래프는 뭐예요?,볶음밥에 불고기가 올라간 메뉴에요,메뉴판에있는음식에대한질문
휴커틀렛이 뭐죠?,돈가스에요,메뉴판에있는음식에대한질문
알리오 올리오는 뭐예요?,파스타인데 마늘이랑 오일로 요리하는 거예요,메뉴판에있는음식에대한질문
"뉴욕 햄버그스테이크는 계란, 치즈가 올라가는 거예요?",네,메뉴판에있는음식에대한질문
근데 타르타르 돈가스는 뭐예요?,돈가스 위에 타르타르 소스 올린 새우가스가 올라가는 거예요,메뉴판에있는음식에대한질문
던햄 김 뚝배기가 뭐예요?,이거는 돈가스가 김치 뚝배기 위에 올려져 있는 거예요,메뉴판에있는음식에대한질문
큐브 스테이크 덮밥 이런 것도 되죠?,네,메뉴판에있는음식에대한질문
카레 돈가스는요?,카레와 돈가스가 같이 돼 있어요,메뉴판에있는음식에대한질문
샐러드 돈가스는요?,야채랑 발사믹 소스하고 메추리 알이랑 토마토랑 치즈 소스 들어가 있는 거예요,메뉴판에있는음식에대한질문
더블은 뭐예요?,돈가스 두 장이에요,메뉴판에있는음식에대한질문
카르보나라에는 치즈 많이 들어가나요?,카르보나라 맛있어요,메뉴판에있는음식에대한질문
아 목살 필래프는 목살 들어간 거고?,네,메뉴판에있는음식에대한질문
새우 필래프는 어떤 거예요?,필래프에 새우 들어간 거예요,메뉴판에있는음식에대한질문
갈릭샐러드는 뭐예요?,시리얼이랑 샐러드 들어간 거예요,메뉴판에있는음식에대한질문
인절미 피자는 인절미 가루가 올라가는 거예요?,네,메뉴판에있는음식에대한질문
호떡 피자는요?,호떡 피자는 위에 견과류가 올라가요 호떡이랑 비슷하다고 보시면 돼요,메뉴판에있는음식에대한질문
마르게리타는 어떤 거예요?,토마토소스가 올려진 피자에요,메뉴판에있는음식에대한질문
이거 새우 베이컨 필래프는 요,새우랑 베이컨 들어가는 필라 프조,메뉴판에있는음식에대한질문
이거 수제 포크커틀릿은 어떤 거예요,돈가스 같은 거예요,메뉴판에있는음식에대한질문
정식은 돈가스 생선 함박 조금씩 나오는 건가요?,네,메뉴판에있는음식에대한질문
이것도 많이 시켜 먹나요?,빠네 많이 나가요,메뉴판에있는음식에대한질문
이건 빵 안에 구워진 빵인가요?,구워진 빵이 나오고요 구워진 빵 안에 파스타가 들어가 있어요,메뉴판에있는음식에대한질문
김밥 할 건데 그냥 김밥은 일반 김밥인가요?,네,메뉴판에있는음식에대한질문
저 갈비 만두는 갈비 모양으로 생겼다고 갈비 만두인 거죠?,예 한 번 먹어봐요,메뉴판에있는음식에대한질문
여기 다시마 김밥은 뭐예요?,우엉 대신 다시마에요,메뉴판에있는음식에대한질문
치킨 말요랑 참치마요는 뭐가 달라요?,치킨하고 참치지요,메뉴판에있는음식에대한질문
고구마 돈가스는 한 번도 안 먹어봤는데 어떤 거인가?,안에 고구마가 들었어요,메뉴판에있는음식에대한질문
시래기 떡볶이는 뭐예요?,이거예요,메뉴판에있는음식에대한질문
후토마키 새우튀김 하는 건 뭐예요?,그것도 김밥이에요,메뉴판에있는음식에대한질문
위가 비 김밥은 어떤 거예요?,그냥 기본 야채 김밥이에요,메뉴판에있는음식에대한질문
메뉴판 좀 주세요,네 결정하시면 불러주세요,메뉴판요청
메뉴판 좀 주세요,여기 있습니다,메뉴판요청
메뉴판 좀 주세요,네 여기 있습니다,메뉴판요청
여기 메뉴판 좀 주시겠어요?,알겠습니다,메뉴판요청
여기 메뉴판 좀 주세요,테이블 옆에 보시면 메뉴판 있습니다,메뉴판요청
메뉴 먼저 볼 수 있을까요?,천천히 보시고 고르신 후에 알려 주세요,메뉴판요청
먼저 메뉴판 보고 있어도 될까요?,네 메뉴판 여기 있습니다,메뉴판요청
메뉴판을 가져다주시겠어요,여기에 있습니다,메뉴판요청
메뉴판 좀 갖다 주시겠어요?,네 여깄습니다,메뉴판요청
메뉴 좀 주세요,천천히 보시고 주문하세요,메뉴판요청
메뉴판 좀 주시겠어요?,여기요,메뉴판요청
메뉴판을 미리 볼 수 있을까요?,네 가져다드리겠습니다,메뉴판요청
메뉴판 좀 주시겠어요?,네 세팅해 드릴게요,메뉴판요청
메뉴판 주실 수 있으세요?,네 여기 메뉴판 있습니다,메뉴판요청
메뉴판 좀 볼 수 있을까요?,네 여기 있습니다,메뉴판요청
메뉴판 좀 볼 수 있을까요?,가져다드릴게요,메뉴판요청
메뉴판이 이거예요?,네,메뉴판요청
메뉴판 보는 건 없어요?,여기 있어요,메뉴판요청
메뉴판 봐도 돼요?,네,메뉴판요청
메뉴판 어딨어요? 여기 있어요?,여기 있습니다,메뉴판요청
메뉴판이 이거예요?,네 맞아요,메뉴판요청
메뉴는?,런치 주문하시면 수프하고 에이드 한잔 같이 나와요,메뉴판요청
메뉴판 있어요?,네 가져다드릴게요,메뉴판요청
메뉴판 따로 있어요?,아니오,메뉴판요청
메뉴는 어디 있어요?,네 여기 있습니다,메뉴판요청
메뉴판은 별도로 없어요?,메뉴판은 저기 있는 게 다예요,메뉴판요청
메뉴판 한번 봐요,이거 드릴게요,메뉴판요청
세트메뉴 그림 한 번 볼 수 있어요?,여기 있어요,메뉴판요청
세트메뉴는 어디 있어요 메뉴판 한 번 볼까요?,여기 보시면 세트메뉴 있어요,메뉴판요청
메뉴판이 어디 있어요?,메뉴판 여기 있어요,메뉴판요청
메뉴판 좀 주시겠어요?,네 가져다드릴게요,메뉴판요청
메뉴판 좀 주세요,네,메뉴판요청
메뉴판 있어요?,가져다드릴게요,메뉴판요청
메뉴판은 어디 있어요?,메뉴판 여기 있습니다,메뉴판요청
메뉴판 어디 있어요?,벽에 있어요,메뉴판요청
메뉴판 따로 있어요?,드릴게요,메뉴판요청
메뉴가 뭐 있죠?,메뉴판 드릴게요,메뉴판요청
감사합니다 메뉴판 있어요?,메뉴판 저기 있는데 1인상은 정식밖에 안돼요,메뉴판요청
메뉴판 좀 주세요,테이블 앞쪽에 보시면 있어요,메뉴판요청
여기 메뉴판 좀 주세요,네,메뉴판요청
메뉴판 따로 없어요?,따로 없어요 뭐 좋아하세요? 일 인분은 찌개가 안 되고 정식만 됩니다,메뉴판요청
메뉴판 따로 없죠?,네,메뉴판요청
계세요? 메뉴 이거 보면 돼요?,그 옆에 있네요,메뉴판요청
메뉴 저거 보면 되나요?,네,메뉴판요청
메뉴판 좀,네 여기 있습니다,메뉴판요청
메뉴 어떤 거 있어요?,메뉴 이쪽에 있습니다,메뉴판요청
메뉴판 좀 주세요,네 여기 있습니다,메뉴판요청
메뉴판은 어디에 있어요?,벽에 붙어있어요,메뉴판요청
메뉴판 있어요?,네 가져다드릴게요,메뉴판요청
메뉴판 좀 주세요,네 여기 있습니다,메뉴판요청
메뉴판 따로 없어요?,네 따로 없어요,메뉴판요청
메뉴판 좀 주세요,네 여기 있습니다,메뉴판요청
메뉴판은 저기 있는 거 보면 되나요?,네 맞아요,메뉴판요청
메뉴판 어디 있나요?,저기 있어요,메뉴판요청
메뉴판 따로 없어요?,있어요 드릴게요,메뉴판요청
메뉴판 한 번 줘보세요,앞에 앉으시면 메뉴판 붙어있어요,메뉴판요청
메뉴판 좀 주세요,네,메뉴판요청
메뉴판 좀 주시겠어요?,잠시만요 가져다드릴게요,메뉴판요청
식사류는 어디에 있어요?,식사류는 여기 있습니다,메뉴판요청
여기는 계 추하러도 많이 와요?,네 모임 많아요,모임고객문의
주차는 몇 시간 가능한가요,3시간입니다,무료주차시간문의
몇 시간까지 가능해요?,식사하시는 동안만 가능해요,무료주차시간문의
무료 몇 시간 할 수 있어요?,두 시간요,무료주차시간문의
따뜻한 물로 부탁드릴게요,메뉴판과 함께 가져다드리겠습니다,물요청
일단 얼음물 좀 주세요,얼음물 준비해드리겠습니다,물요청
물 좀 주실 수 있나요?,준비해드리겠습니다,물요청
물 좀 주세요,금방 갖다 드리겠습니다,물요청
따뜻한 물 좀 주시겠어요?,네 잠시만 기다리시면 가져다드릴게요,물요청
물 한 컵 먹어도 돼요?,네 드세요,물요청
따뜻한 물 마실라 카면,앞에 정수기 있어요,물요청
따뜻한 물 좀 주시겠어요?,정수기에서 직접 떠가시면 돼요,물요청
여기 물 한잔 먹어도 돼요? 물 어디에 있어요?,물 여기 있어요,물요청
물은 어디 있어 예?,물은 저 반대편에 셀프예요,물요청
물도 좀 주세요,네,물요청
따뜻한 물 좀 있어요?,이쪽에 따뜻한 물 있습니다,물요청
이거 물이에요?,네 생수,물요청
따뜻한 물 없어요?,조금 미지근한 물만 있어요,물요청
물을 더 먹으려면 어떻게 해야 해요?,달라고 하시면 돼요,물요청
아니요 엄청 뜨거운 물로 주세요,네,물요청
여기 뜨거운 물 있어요?,네,물요청
저 죄송한데요 뜨거운 물 좀 주시겠어요,네,물요청
엄청 뜨거운 물로 주세요,네,물요청
뜨거운 물 좀 주시면 안 돼요?,네 갖다 드릴게요,물요청
따뜻한 물 좀 먹을 수 있어요?,정수기에 있어요,물요청
따뜻한 물 있어요?,그거 따뜻한 물이에요,물요청
따뜻한 물 마실라 카면 어떻게 해야 돼요?,여기 있습니다,물요청
따뜻한 물 있어요?,저기 정수기에요,물요청
뜨신 물은 없나요?,따뜻한 물은 저기 앞에 셀프로 있습니다,물요청
뜨거운 물은 어디에 있어요?,정수기 문 앞 쪽에 있어요,물요청
물 따뜻한 거 하나만,물 여기 셀프입니다,물요청
물 따뜻한 거 한 잔 주세요,따뜻하게요,물요청
여기 따뜻한 물 좀 하나 주세요,네,물요청
물 좀 따뜻한 거 없어요?,저쪽에 있어요,물요청
따뜻한 물 좀 주실 수 있어요?,여기요,물요청
물은 갖다 먹으면 돼요?,냉장고 물이 차가워서 따뜻한 물 갖다 드리려고 했는데 직접 드셔도 돼요,물요청
물 좀 주세요,네,물요청
따뜻한 물 좀 주세요,네,물요청
따뜻한 물 한잔 좀 주세요,물은 셀프예요,물요청
따듯한 물 한 잔 마실 수 있나요?,네,물요청
따뜻한 물 좀 먹을 수 있을까요?,요기 정수기 있어요,물요청
뜨거운 물 좀 주시겠어 예?,여기 나오셔갖고 받아 가시면 돼요,물요청
따듯한 물 주세요,네,물요청
물은?,거기 정수기 있습니다,물요청
네 정식 하나 주세요 물 좀 마셔도 돼요 뜨거운 물?,아 네 마시세요,물요청
죄송한데 물 조금만 주시겠어요?,네 뜨거울 거예요,물요청
따뜻한 물은 없어요?,저기 있어요,물요청
물은 어디에 있어요?,창가 쪽에 있어요,물요청
끓인 물도 있어요?,보이차 금방 내려드릴게요 많이 뜨거워요,물요청
뜨거운 물도 있어요?,네 따뜻한 물은 앞쪽에서 이용하시면 돼요,물요청
여기 따뜻한 물은 없어요?,저기 정수기 물 한 컵 드릴게요,물요청
따뜻한 물은 어디 있어요? 따뜻한 물 한잔 주세요,네,물요청
물 한잔 주세요,까만 정수기 이용하시면 돼요,물요청
죄송한데 물 좀 따뜻한 거?,여기 옆에 정수기 있어요,물요청
여기 찬물 말고 따뜻한 물 주시면 안 돼요?,네 드릴게요,물요청
물 좀 주세요,네,물요청
물은 여기 먹으면 돼요?,네,물요청
물 좀 주세요,예,물요청
따뜻한 물 없어요?,정수기에 따르면 됩니다,물요청
여기 따뜻한 물 좀 주시겠어요?,저기 주전자 있어요,물요청
여기 따뜻한 물 마시려고 하면은 어떡해야 하지요?,정수기에 따뜻한 물은 있어요,물요청
따뜻한 물 좀 부탁드려도 될까요?,네 드릴게요,물요청
물 따뜻한 거 있어요?,네 드릴게요,물요청
물 좀 주세요,네 가져다드릴게요,물요청
물 좀 갖다 주세요,네 여기 있습니다,물요청
물은 어디 있어요?,물통에 있어요,물요청
물 좀 따뜻한 걸로 주시겠어요?,네 가져다드릴게요,물요청
따뜻한 물 좀 주시겠어요?,셀프예요,물요청
따뜻한 물 주시겠어요?,네 여기 있습니다,물요청
따뜻한 물 있어요?,네 갖다 드릴게요,물요청
물도 좀 주세요,물은 셀프 바에스 가져다 드시면 됩니다,물요청
저기 따뜻한 물 좀 주실 수 있어요?,네,물요청
미안하지만 따뜻한 물 좀 주시겠어요?,네,물요청
따뜻한 물 한 잔만 주세요,네,물요청
따뜻한 물로 하나 주시겠어요?,갖다 드릴게요,물요청
따뜻한 물 하나 주시겠어요?,네,물요청
혹시 따뜻한 물 줄 수 있어요?,잠시만요 받아들일게요,물요청
여기 물 한 잔 먹을 수 있어요?,가져다드릴게요,물요청
미안한데 여기 따뜻한 물 한 컵 주실 수 있어요?,네,물요청
따뜻한 물 좀 주세요,네,물요청
그리고 따뜻한 물 하나 주시겠어요?,저기 코너에 정수기 물 이용하시면 돼요,물요청
물은 어디 있어요?,물은 앞쪽에 정수기에서 떠드시면 돼요,물요청
물 따뜻한 거 하나 줄래요?,정수기는 뒤편에 있어요,물요청
이거 뜨거운 물인가요?,아뇨 그냥 밀면은 차가운 물이고 뜨거운 버튼 누르고 밀면 뜨거운 물입니다,물요청
뜨거운 물?,셀프예요,물요청
뜨거운 물 좀 먹어도 돼요?,네,물요청
동파육이랑 멘보샤를 주문하려면 미리 연락해야 한다고 들었어요,적어도 3일 전에는 말씀해주셔야 합니다,미리주문메뉴문의
저기 육수 캔이라는 거는 다 파시는 거예요?,판매용이 아니고 전시용이에요,반찬판매문의
그러니까 반찬도 따로 주문하면 팔 수도 있나요?,일부러 하기는 좀 그렇고 주문하시면 돼요,반찬판매문의
네 고맙습니다 여기 반찬도 파시는가 보죠?,네,반찬판매문의
이거 좀 짠 거 같아서 그런데 밥 조금만 더 주시면 안 돼요?,네 갖다 드릴게요,밥요청
밥 추가해야 하나요?,포함입니다,밥포함여부문의
중간 매운맛으로 주세요 공깃밥이 나오나요?,아니요 추가하셔야 합니다,밥포함여부문의
된장찌개에는 밥이 나오나요?,네 기본적으로 된장찌개에는 밥이 하나 있습니다,밥포함여부문의
밥은 따로 주문해야 하나요?,네 밥은 따로 주문하셔야 합니다,밥포함여부문의
공깃밥도 주시나요?,김치찌개는 공깃밥 포함이고 제육볶음은 따로 시키셔야 합니다,밥포함여부문의
밥도 같이 주나요?,네 잠시만요,밥포함여부문의
밥은 안 나와요?,밥은 안에 들어있어요,밥포함여부문의
이거 밥값 포함된 거예요 17000원에?,네,밥포함여부문의
공깃밥은 별도로 시켜야 되나요?,네,밥포함여부문의
밥은 없이 전골만?,네 밥은 별도입니다,밥포함여부문의
짬뽕이면 면하고 해서?,아니요 면 없이 밥은 그냥 뒤에서 담아드시면 돼요,밥포함여부문의
참치 스파이스 치킨에도 밥이 나오나요?,네 나옵니다,밥포함여부문의
그러면 거기에 밥도 같이 나오나요?,네,밥포함여부문의
여기 밥도 추가돼요?,밥은 무료라서 원하시는 데로 추가하시면 돼요,밥포함여부문의
밥은 어떻게 돼요?,서비스로 매운탕 드려요,밥포함여부문의
배달은 몇 인분 이상 배달되는가요?,10000원 이상되면 근처만 배달해 드려요,배달가능범위문의
배달은 얼마부터 해줘요?,최소 두 그릇은 시켜야지요,배달가능범위문의
배달은 어디까지 돼요?,배달은 안 해요 포장은 가능하세요,배달가능범위문의
일 인분도 돼요?,네,배달가능범위문의
배달시킬라 카면 만 이천 원 이상이어야 배달되네,네 배달료도 이천 원 또 나와요,배달가능범위문의
밥 종류도 배달되나요?,밥 종류도 다 돼요,배달가능범위문의
그럼 몇 인분 이상?,2인분 이상부터요,배달가능범위문의
배달은 얼마 이상 사야 되나요?,두 그릇 이상이셔야 합니다,배달가능범위문의
가격대 얼마 이상만 와요?,2그릇 이상 배달 가요,배달가능범위문의
두 그릇 이상 되어야 하죠?,네 그렇죠,배달가능범위문의
탕수육 7천 원짜리하고 짬뽕도 배달되나요?,세트로 해서 두 가지 이상 돼야 배달이 돼요,배달가능범위문의
그러면 한 얼마 정도 이상 돼야 되죠?,한 이만 원 이상 하셔야 돼요,배달가능범위문의
