question,answer,intent
얼마나 할인되는데요?,원래 세 개 천 원인데 구백 원에 해줄게요,할인율문의
할인율이 어느 정도인가요?,메뉴마다 다르지만 십오 퍼센트에서 삼십 퍼센트 정도 할인됩니다,할인율문의
현금 디시 해주고 이런 건 없어요?,없어요,할인율문의
사십 프로죠?,네,할인율문의
이게 전부 다 사십 프로 되나요?,네,할인율문의
할인 가능한 카드가 있나요?,통신사 카드가 있으면 할인받을 수 있습니다,할인카드문의
할인되는 카드 있나요?,네 통신사 카드 10프로 할인됩니다,할인카드문의
혹시 여기 할인은 뭐 뭐 돼요?,할인은 안되고 OK캐쉬백 적립만 가능합니다,할인카드문의
할인되는 카드가 어떤 게 있나요?,통신사 카드 할인됩니다,할인카드문의
할인되는 카드는 없죠?,네,할인카드문의
할인은요?,할인은 안되고 몇백 원 더 비싸요,할인카드문의
여기 할인 같은 건 없어요?,멤버십 할인되세요,할인카드문의
할인이나 적립되는 카드 있어요?,저희 죄송한데 따로 할인되는 거 없어요,할인카드문의
혹시 할인카드 있어요?,"저희 따로 할인, 적립은 없으세요",할인카드문의
적립이나 할인카드 있어요?,적립은 롯데포인트 적립 가능하고요 할인은 에스케이 멤버십 가능하세요,할인카드문의
여기 할인되는 카드는 없어요?,없어요,할인카드문의
혹시 할인되는 거 있어요?,아뇨 이거는 행사 제품이라서 따로 할인 안되세요,할인카드문의
할인카드 적용해주세요,할인 적용해드리겠습니다,할인카드적용요청
쿠폰 사용 가능한가요?,네 쿠폰 사용하시면 20퍼센트 할인됩니다,할인쿠폰사용
혹시 이 할인쿠폰 이 매장에서 적용 가능한가요?,네,할인쿠폰사용
왜 터키 행사에요 이름이?,터키가 칠면조라는 뜻이고요 칠면조로 만든 햄이 들어갑니다,행사이름문의
현금영수증도 가능한가요?,네 결제창에서 현금영수증 체크하시면 됩니다,현금영수증발행요청
현금영수증 할게요,번호 눌러주세요,현금영수증발행요청
현금 영수증 해주세요,네 번호 찍어주세요,현금영수증발행요청
현금영수증도 해주세요,아래에 번호 입력해주세요,현금영수증발행요청
현금영수증 좀 해주시겠어요?,네 앞에 패드에 번호 입력 부탁드립니다,현금영수증발행요청
현금영수증 가능한가요?,네 번호 불러주세요,현금영수증발행요청
현금영수증 가능한가요?,물론입니다,현금영수증발행요청
현금영수증 할게요,번호 찍어주세요,현금영수증발행요청
현금영수증도 해주세요,네 번호 눌러주세요,현금영수증발행요청
현금영수증 해 주세요,네 번호 말씀해주세요,현금영수증발행요청
네 현금으로 낼 테니 현금영수증 부탁드려요,네 번호 불러주세요,현금영수증발행요청
현금영수증 해주세요,앞에 번호 입력해주세요,현금영수증발행요청
네 현금영수증 해주세요,네 번호 입력해주세요,현금영수증발행요청
현금영수증 해주세요,네 번호 알려주세요,현금영수증발행요청
현금영수증 할게요,앞에 번호 눌러주세요,현금영수증발행요청
현금영수증 되나요?,네 됩니다 번호를 입력해주세요,현금영수증발행요청
현금 영수증 해주세요,네 번호 찍어주세요,현금영수증발행요청
네. 영수증 좀 주세요,영수증은 좀 있다 같이 드릴게요,현금영수증발행요청
매장 금액하고 가격이 달라요?,가격은 같고요 배달료만 더 받아요,홀배달가격차이문의
포장하면 얼마 할인인가요?,테이크아웃은 3000원 할인입니다,홀포장가격차이문의
그럼 홀에서 먹고 가면 추가 할인이 되나요?,죄송하지만 추가 할인은 없어요,홀포장가격차이문의
햄버거를 포장해서 가면 금액 추가가 되나요?,네 포장 용기 때문에 1000원 추가됩니다,홀포장가격차이문의
매장에서 먹는 거랑 포장이랑 가격이 같죠?,여기서 드시는 건 원래 안 돼요,홀포장가격차이문의
여기 테이크아웃하면 3천 원 할인되어 있는데 17000원에서 3천 원 할인이에요?,17000원에서 현금 결제 시 할인됩니다 카드는 할인이 안돼요,홀포장가격차이문의
화장실은 어딨어요?,나가시면 있어요,화장실위치문의
화장실은 어디 있어요?,이리로 쭉 가시면 냉장고 옆에 있어요,화장실위치문의
화장실은 어딨어요?,2층에 있으세요,화장실위치문의
화장실은 어디예요?,위쪽에 있습니다,화장실위치문의
네 여기 화장실이 어디예요?,저희 화장실 건물 안에 따로 없으시고 뒷문으로 나가셔서 건물 화장실 사용하시면 되세요,화장실위치문의
여기는 화장실이 어디예요?,2층 이용해 주시면 되세요,화장실위치문의
여기는 화장실이 어디 있어요?,화장실 오른쪽에 있어요 바로 드릴게요,화장실위치문의
혹시나 여기 화장실은 어디 있어요?,나가서 오른쪽 보시면 있어요,화장실위치문의
여기 화장실은 어디 있어요?,2층에 있어요,화장실위치문의
화장실은 어디에 있어요?,좌측에 있어요,화장실위치문의
화장실 어디 있어요?,이쪽으로 가세요,화장실위치문의
화장실은 어디에 있어요?,2층에 있어요,화장실위치문의
화장실은 혹시 어디 있어요?,왼쪽에요,화장실위치문의
여기 화장실 어디 있어요?,건물 밖으로 나가셔서 우측으로 가시면 문 있어요,화장실위치문의
여기 화장실 혹시 어디 있어요?,화장실 오른쪽에 가시면 안쪽에 있어요,화장실위치문의
화장실은 어디 있나요?,나가셔서 왼쪽에 있고요 비밀번호 바로 앞에 붙어있어요,화장실위치문의
휴무일이 언제죠?,365일 영업합니다,휴일문의
여긴 언제 쉬나요?,매주 일요일이 휴무일입니다,휴일문의
일요일은 쉬죠?,아니요 열어요,휴일문의
토요일 일요일도 하나요?,네 다 해요,휴일문의
그럼 토요일 일요일도 해요?,네,휴일문의
여기는 토요일 일요일도 영업해요?,네 24시간 365일 휴무일 없어요,휴일문의
노는 날은 따로 없죠?,여기 홈플러스 노는 날 말고 따로 노는 날은 없어요,휴일문의
쉬는 날 있나요?,빨간 날이나 명절 때요,휴일문의
1인 한 그릇도 배달해줘요?,안돼요,1인분배달문의
한 그릇도 되나요?,한 그릇은 안 돼요,1인분배달문의
한 개도 배달해주나요?,아니요 두 그릇 이상부터요,1인분배달문의
1인분은 안되죠?,1인분은 안 되지요,1인분배달문의
배달도 돼요 1인분?,1개는 잘 안가요,1인분배달문의
1인 하나는 배달 안되죠?,배달은 두 그릇 이상 해주시면 돼요,1인분배달문의
1인분 가능한가요?,1인분 안되고 2만 원 이상 돼요,1인분배달문의
안녕하세요 혼자 식사돼요?,1,1인식사자리요청
한 명인데 먹을 수 있나요?,네,1인식사자리요청
1인 식사 가능해요?,네,1인식사자리요청
자리는?,저기 안쪽 1인 바로 들어가시면 됩니다,1인식사자리요청
혼자 왔는데 돼요?,편한데 앉으시면 됩니다,1인식사자리요청
식사는 혼자서 먹을 수 있는 것도 있나요?,네 가능하시죠,1인식사자리요청
혼자 식사 가능한가요?,네 편하신 자리 앉으시면 됩니다,1인식사자리요청
저 혼자 식사 가능한가요?,네 그럼요,1인식사자리요청
혼자 왔는데 어디 앉을까요?,앞에 편한데 앉으세요,1인식사자리요청
혼자 왔는데 식사 될까요?,앞으로 오시겠어요,1인식사자리요청
혼자 왔는데 가능해요?,네 들어오세요,1인식사자리요청
일 인분도 돼요?,되죠,1인식사자리요청
저 혼자 왔는데 괜찮아요?,괜찮아요,1인식사자리요청
혼자 왔는데 어디?,아무 데나 앉으세요,1인식사자리요청
혼자 식사 가능해요?,네,1인식사자리요청
혼자 왔는데 그 단품만 먹고 갈 수 있죠?,네 그럼요,1인식사자리요청
혼잔데,네 괜찮아요,1인식사자리요청
혼자 왔는데 돈가스 되죠?,조금 기다리셔야 하는데요,1인식사자리요청
혼자 식사 가능해요?,네 신발 신고 들어오세요,1인식사자리요청
혼자 식사 가능해요?,네,1인식사자리요청
혼자 가능해요?,네,1인식사자리요청
혼자 식사 가능해요?,네 앉으세요,1인식사자리요청
혼자 식사 가능해요?,네 앞쪽으로 앉으세요,1인식사자리요청
혼자 왔는데,일 인분은 안되고 이 인분부터 가능합니다,1인식사자리요청
혼자도 먹을 수 있어요?,정식하시면 됩니다,1인식사자리요청
혼자 식사 가능해요?,네 앉으세요,1인식사자리요청
혼자 식사할 수 있어요?,네,1인식사자리요청
혼자 식사 가능해요?,네,1인식사자리요청
올라가야 해요?,아무 곳이나 앉으시면 됩니다,1인식사자리요청
일식 식사 되나요? 혼자 식사 되나요?,네네,1인식사자리요청
혼자 식사 되죠?,네,1인식사자리요청
혼자 식사 가능해요?,네 가능하세요,1인식사자리요청
혼자 식사 가능해요?,네 가능하세요,1인식사자리요청
너 혼자 식사 가능해요?,네 가능합니다,1인식사자리요청
혼자인데요,편하신 데 앉으세요,1인식사자리요청
혼자 왔는데요,앉으세요,1인식사자리요청
혼자 왔는데 어디 앉을까요?,그냥 편하신 데로 앉으세요,1인식사자리요청
한 그릇만 시켜도 되죠?,네 당연하죠,1인식사자리요청
혼자 왔는데 아무 데나 앉으면 될까요?,네 편하신 데에 앉으세요,1인식사자리요청
한 사람이에요 어떻게 주문해야 돼요?,잠시만요 메뉴판 여기 있습니다,1인식사자리요청
혼자 식사 가능한가요?,네 메뉴판 드릴게요,1인식사자리요청
저기 죄송하지만 1인 식사 가능해요?,네 앉으세요,1인식사자리요청
여기 앉을까요?,이쪽에 계시면 바로 치워 드릴게요,1인식사자리요청
혼자 식사 가능해요?,네 가능해요,1인식사자리요청
혼자인데요,안쪽에 편하신 곳 앉으세요,1인식사자리요청
혼자 왔는데요,네 들어오세요,1인식사자리요청
저 혼자 왔는데요 혼자 앉을 자리 있어요?,네,1인식사자리요청
혼자 왔는데 어디 앉을까요?,이쪽으로 앉으세요,1인식사자리요청
일인 식사 가능해요?,네,1인식사자리요청
혼자 왔는데 가능한가요?,네,1인식사자리요청
혼자돼요?,네 가능하세요,1인식사자리요청
혼자 먹으려고 하는데요,네 앉으세요,1인식사자리요청
혼자 왔는데 여기 앉을까요?,네,1인식사자리요청
혼자 왔는데,괜찮아요 아무 데나 편하신 데 앉으세요,1인식사자리요청
빨리 주세요,네,
치즈돈가스 얼마예요?,10000원입니다,가격문의
할인은 안 되나요?,할인은 어렵습니다,가격문의
런치 가격은 얼마인가요?,1인 2만 원입니다,가격문의
가격은 어떻게 됩니까?,1인분 4만 5천 원입니다,가격문의
그럼 곱빼기는 가격이 얼마가 추가되나요?,1000원 추가됩니다,가격문의
짜장면 한 그릇에 얼마인가요?,4500원입니다,가격문의
가격은 얼마죠?,인당 45000원입니다,가격문의
참치김밥은 한 줄에 얼마에요?,한 줄에 3000원입니다,가격문의
거기 왕갈비 패밀리 세트 4인분 가격이 얼마죠?,6만 원입니다,가격문의
얼마인가요?,12000원입니다,가격문의
돈가스 정식 얼마에요?,5000원입니다,가격문의
종류와 가격은 어떻게 되죠?,인당 3만 원 4만 원 5만 원이 있습니다,가격문의
가격은 어떻게 되나요?,1인분에 35000원입니다,가격문의
활어회 세트가 시가라고 돼있는데 얼마에요?,오늘은 인당 92000원에 나가요,가격문의
공깃밥 추가하면 얼마인가요?,2000원입니다,가격문의
치즈돈가스랑 메밀국수 세트 가격이 얼마죠?,8000원입니다,가격문의
저렴하게 해주실 수 없나요?,요즘 우럭이 많이 비싸요,가격문의
그럼 우럭은 kg당 얼마인가요?,1kg당 25000원입니다,가격문의
광어랑 우럭 회 2kg 얼마나 하죠?,광어는 오늘 물량이 부족해서 없습니다,가격문의
저거 2500원 맞아요?,네,가격문의
네 얼마예요?,5000원입니다,가격문의
그러면 메밀 찐빵은 얼마에요?,5000원요,가격문의
그러면 요거 세 개 하면 17000원이 넘나요?,안되네요,가격문의
그럼 메밀 군만두는?,4000원요,가격문의
메밀 김치 한 병은 얼마에요?,5000원요,가격문의
그러면 메밀 온 소바는 가격이 어떻게 돼요?,7000원요,가격문의
한 통에 얼마에요?,한 사이즈 16000원이에요,가격문의
공깃밥 하나 얼마에요?,공깃밥 하나 천 원이요,가격문의
구운 계란 500원이에요?,네,가격문의
나중에 한 10인분 정도 주문을 하면 디시 해주는 거 있어요?,아니오,가격문의
소고기 초밥 5개 광어 5개 하면은 얼마예요?,12000원이에요,가격문의
여기 돈돈 이게 얼마라는 뜻이에요?,7천 원이요,가격문의
스테이크 하나 그러면은 15800원인가요?,네,가격문의
저녁에는 가격이 달라지는 거예요?,아뇨 런치 때도 이 가격으로 드실 수 있어요,가격문의
스테이크는 다 2만 원이 넘는다 그죠?,네 아무래도 양이 좀 넉넉하니까요,가격문의
스테이크는 얼마부터 있어요?,소고기는 만 원이고 돼지고기는 만 원 이하입니다,가격문의
밑에 런치 타임 있는 5900원부터 이거는?,야채 볶음밥은 5000원부터 시작입니다,가격문의
여기서 새우 로제파스타 9900원인 거예요?,네,가격문의
그건 얼마예요?,만 구백 원이요,가격문의
저거는 가격이 얼마에요?,칠천 원이요,가격문의
저거는 가격이 얼마에요?,팔천 원이에요,가격문의
저건 얼마예요?,만 원이요,가격문의
그럼 매콤 돈가스랑 가락국수 같은 경우에는 세트 가격이 얼마예요?,칠천 원이에요,가격문의
짬뽕은 얼마고?,5500원요,가격문의
가격 올랐어요?,네,가격문의
얼마에요?,7천 원요,가격문의
가격이 5000원 적혀 있는데 맞아요?,네 맞습니다,가격문의
얼마에요?,6000원이요,가격문의
음료수는 얼마에요?,콜라 사이다 전부 1500이요,가격문의
금액이 안 적혀있죠?,옆에 보시면 메뉴판 따로 있어요,가격문의
매콤 돈가스 여기 현금결제하면 5000원이에요?,네 맞아요,가격문의
다 똑같아요?,네 접시 색깔은 다른데 가격은 똑같아요,가격문의
하나에 천삼백 원이에요?,네 맞아요,가격문의
한 열 명이서 먹으면 얼마쯤 나오죠?,1인에 2만 원 잡으면 실컷 드실 거예요,가격문의
가격표는 어디 있어요?,된장찌개 6000 원하고 밥하고 7000원이에요,가격문의
열명 먹으면 가격은 얼마쯤 할까?,열 명해도 똑같아요 무조건 1인분으로 계산하기 때문에 깎아주는 건 아닙니다,가격문의
얼만데요?,8000원요,가격문의
여기 얼마에요?,칠천 원이요,가격문의
이거는 얼마?,기본 만 삼천 원입니다,가격문의
요즘은 한 그릇에 얼마에요?,매번 똑같아요,가격문의
이 가격하고 다르네요?,네 백짬뽕이 팔천 원인데 홀에서 드시면 육천 원이라서요,가격문의
탕수육 짬뽕 커플 메뉴는 어떻게 해요?,작은 거는 이만 원 하고 탕수육 큰 거는 이만 칠천 원 해요,가격문의
해물 짬뽕은 가격이 얼마에요?,팔천 원이요,가격문의
금액적으로 얼마쯤 나오려나?,이게 4만 원씩이니까 추가하고 하면 한 20만 원 안되실 것 같아요,가격문의
요건 얼마에요?,이거는 11900원이고요,가격문의
한 줄에 얼마죠?,이천 원이요,가격문의
떡볶이는 일 인분 하면 얼마?,천오백 원이요,가격문의
여기 얼마예요?,삼천 원이요,가격문의
오징어튀김은 얼마에요?,한 개 오백 원이요,가격문의
순대 일 인분에 삼천오백 원?,네,가격문의
얼마에요?,오백 원이요,가격문의
곱빼기는 얼마죠?,사천구백 원 이요,가격문의
가격은 얼마에요?,8000원요,가격문의
예 정식은 가격이 얼마에요?,6000원이요,가격문의
예 그거 얼마 해요?,6000원이요,가격문의
기본이 오천 원이구나,네,가격문의
저 계란 프라이 공깃밥 천 원 적혀있는데 두 개 시키면 이천 원이라는 거죠?,네 두 개 시키면 이천 원이죠,가격문의
그렇게 해서 육천 원?,네,가격문의
일 인분에 만 삼천 원이에요?,네,가격문의
중간 맛으로 해주시고요 가락국수 사리 얼마였죠?,이천 원이요,가격문의
그러면 한 이십만 원 정도 나오겠네요?,네 그 정도 나오죠,가격문의
청국장이 칠천 원 맞죠?,네,가격문의
이거 전복은 이만 이천 원인 가요?,만 구천 원이고요 산삼배양근 들어간 게 이만 이천 원이에요,가격문의
삼계탕 얼마에요?,만 사천 원이요,가격문의
칠천 원이죠 냉면?,네 칠천 원이에요,가격문의
크림 맥주는 얼마씩이에요?,이천 원이요,가격문의
이 인분에 얼마에요?,이 인분에 만 육천 원이요,가격문의
추어탕은 얼마에요?,칠천 원이요,가격문의
여기는 돼지갈비 일 인분이 육천오백 원이에요?,네,가격문의
가격은?,인당 팔천 원이요,가격문의
굴 국밥이 얼마예요?,육천 원입니다,가격문의
가격은 얼마에요?,육천 원이요,가격문의
된장찌개 차돌 된장찌개 얼마?,구천원 이에요,가격문의
그렇겠네 하나에 얼마예요?,2천 원요,가격문의
돌솥비빔밥 8천 원이고 그냥은 7천 원이에요?,돌솥 네,가격문의
해물짬뽕은 얼마에요?,옆에 적혀 있어요,가격문의
6000원 가격 그대로요?,네 맞아요,가격문의
짬뽕이 얼마죠?,카드 하시면 오천오백 원이고 현금하시면 오천 원이에요,가격문의
얼마에요?,오천 원이요,가격문의
야끼 가락국수랑 해물 짬뽕이 가격이 똑같네요?,네 같아요,가격문의
가격은 차이 있죠?,천 원 차이에요,가격문의
탕수육 얼마예요?,9900원짜리 있어요,가격문의
짜장 하나 짬뽕 하나 세트는 얼마인데요?,15000원이요,가격문의
현금이나 카드나 가격은?,가격은 똑같아요,가격문의
보통 요리 얼마쯤 해요?,보통 요리가 3만 원단위로 나가거든요,가격문의
그래요 초밥 조금 저렴한 건 없어요?,네 초밥은 이렇게 밖에 없어요,가격문의
여기 보니까 이거랑 로스카츠 정식 이거는 얼마예요?,이거는 오천 원요,가격문의
그러면 가락국수랑 새우 세 개 하면 얼마예요?,새우 세 개하고 가락국수하고 하면 육천 원하고 가락국수 사천 원하고 만 원입니다,가격문의
라면은 가격이 얼마에요?,요거는 이제 10500원이에요,가격문의
금액은 만 오천 원부터 시작이에요?,네 무조건 만 오천 원 이상이에요,가격문의
얼마에요?,만 오천 원이요,가격문의
매운 돈가스 가격은 얼마죠?,팔천구백 원이요,가격문의
그렇게 하면 얼마에요?,반반하시면 만 원이요,가격문의
자연산 모둠회는 육만 원?,말 그대로 자연산이에요,가격문의
모둠회는 소자로 사만 원이에요?,네,가격문의
가격은?,만 삼천 원이고요,가격문의
얼마에요?,팔천오백 원이요,가격문의
이거 십사만 원이에요?,네,가격문의
아 그래요 가격은 얼마에요?,여기 보시면 가격은 고르실 수 있게 되어 있고요,가격문의
오징어튀김 네 개 하면 오천 원이에요?,네,가격문의
김밥 한 줄에 얼마인데요?,이천 원이요,가격문의
순대는 얼마에요?,순대는 일 인분 삼천 원이요,가격문의
한 개 천 원씩이에요?,네,가격문의
수제 어묵은 얼마에요?,저건 한 개에 삼천 원이에요,가격문의
얼마씩 해요?,다섯 개 삼천 원씩이요,가격문의
김밥이 가격이 어떻게 돼요?,이게 한 팩에 오천 원씩 하고 있어요,가격문의
그렇게 하면 만 얼마죠?,다섯 줄 만원 하고 만 육천오백 원이요,가격문의
두 개요,만 사천 원이요,가격문의
가격이 얼마 해요?,칠천 원입니다,가격문의
크림치즈 김밥 한 줄에 사천오백 원이죠?,네,가격문의
소고기 김밥 한 줄이죠 삼천 원?,네,가격문의
가격은 칠천 원이죠?,고구마 치즈 가격이 같아요,가격문의
가위 있어요?,네 가위 드릴게요,가위요청
간이영수증도 좀 적어서 주세요,네,간이영수증요청
카드 결제도 돼요 배달했을 때?,네,결제방법문의
현금하고 카드만?,네,결제방법문의
"카드, 현금 이렇게 결제만 가능해요?",네 그렇게만 가능하십니다,결제방법문의
그냥 카드 결제하고 현금결제 가능해요?,네,결제방법문의
카드는 가능하죠?,네 가능합니다,결제방식선택
그러면 카드로는 가능한가요?,카드는 가능합니다,결제방식선택
카드랑 현금으로 분할 결제 가능한가요?,네 그럼요,결제방식선택
카드 결제도 가능한가요?,카드 결제 가능합니다.,결제방식선택
카드로 결제할게요,네,결제방식선택
일반카드만 되는가요?,네,결제방식선택
카드 결제할게요,네,결제방식선택
카드 드리면 되죠?,네,결제방식선택
현금으로 내야 돼요?,아니오 카드 하셔도 되죠 상관없습니다,결제방식선택
카드 계산해주세예,감사합니다,결제방식선택
카드 계산 가능해요?,네 가능합니다,결제방식선택
이걸로 결제해주세요,결제 완료되셨고요 고객님 영수증 드리겠습니다,결제방식선택
카드 드려도 돼요?,네,결제방식선택
카드 계산되죠?,네 팔천 원입니다,결제방식선택
카드 되지요?,네,결제방식선택
네 카드 내도 되죠?,네 상관없어요,결제방식선택
카드 돼요?,네,결제방식선택
카드 드려도 되나요?,네,결제방식선택
카드 계산할게요,네 주세요,결제방식선택
포장한 거랑 먹은 거랑 따로 한 카드로 해서 계산해주세요,네,결제방식선택
카드도 되죠?,예,결제방식선택
카드로 결제할게요,네,결제방식선택
카드 가능해요?,네,결제방식선택
카드 가능해요?,네,결제방식선택
계좌이체 돼요?,네,결제방식선택
카드 써도 괜찮겠어요?,아뇨 카드는 안 받는데요,결제방식선택
카드 계산해도 괜찮죠?,네 괜찮아요,결제방식선택
현금할까요?,네,결제방식선택
카드 되지요?,네,결제방식선택
카드 계산 가능해요?,네,결제방식선택
계산할게요 카드로 계산돼요?,돈 있으면 좋고요,결제방식선택
카드 계산돼요?,네 주세요,결제방식선택
현금 드릴까요?,네,결제방식선택
여기 카드는 돼요?,기계가 고장 나가지고 될지 모르겠네요,결제방식선택
여기 카드요,네 카드 받았습니다,결제방식선택
계산하는데 카드 드려도 돼요?,네 주세요,결제방식선택
직불 카드도 되지요?,네,결제방식선택
혹시 체크카드 되나요?,아니요,결제방식선택
제가 현금이 없어서 그런데 카드 가능한가요?,돼요,결제방식선택
카드 되죠?,네,결제방식선택
계산은 카드로 해도 되나요?,네,결제방식선택
카드 결제되죠?,네 가능하세요,결제방식선택
계산 카드로 아니면 현금 드려야 해요?,"카드, 현금 다 가능합니다. 사천오백 원입니다",결제방식선택
현금 드려야 해요?,네,결제방식선택
여기 혹시 카드 되나요?,네,결제방식선택
카드 계산 가능해요?,네 가능합니다,결제방식선택
카드 계산돼요?,네 가능합니다,결제방식선택
카드 가능해요?,네 가능합니다,결제방식선택
카드로 계산 가능해요?,네 가능하세요,결제방식선택
카드 결제되죠?,네 가능합니다,결제방식선택
카드 여기 있어요,네 카드 받았습니다,결제방식선택
카드도 돼요?,네 가능합니다,결제방식선택
카드 계산돼요?,네 그럼요,결제방식선택
카드 계산 가능할까요?,네 가능합니다,결제방식선택
계산할게요 카드 결제 가능해요?,예 6500원입니다,결제방식선택
카드 계산 가능하죠?,네 괜찮아요,결제방식선택
카드 계산 가능할까요?,네,결제방식선택
현금 결제할게요,네,결제방식선택
카드가 잘 안되나요?,잘 안되네요,결제방식선택
그러면 티 멤버십 브이아이피 할인해주시고 현대카드 이걸로 결제해주세요,오천구백칠십 원 할인되셨고 나머지 삼만 삼천팔백사십 원 결제해드리겠습니다,결제방식선택
미안한데 혹시 카드 내도 돼요?,상관없으세요,결제방식선택
여기 카드 안되는 거예요?,카드 되는데요,결제방식선택
카드 돼요?,안돼요,결제방식선택
카드 되나요?,네,결제방식선택
카드는 안되죠?,카드 됩니다,결제방식선택
카드 계산돼요?,네,결제방식선택
카드 결제 가능해요?,네,결제방식선택
카드 돼요?,네,결제방식선택
카드 계산 안되죠?,네 안되죠,결제방식선택
카드 결제돼요?,네,결제방식선택
카드 결제돼요?,네 가능해요,결제방식선택
계산해주세요,네 계산해드릴게요,계산서요청
계산해주세요,네 20만 원입니다,계산서요청
돈은 먼저 드리려고요 2500원 여기 있습니다,네 고맙습니다,계산서요청
여기 얼마에요?,8000원요,계산서요청
얼마에요?,오천 원입니다,계산서요청
계산할게요,네 11500원입니다,계산서요청
여기 얼마에요?,6900원입니다,계산서요청
계산할게요,16000원이요,계산서요청
계산할게요,36000원입니다,계산서요청
계산할게요,8000원이요,계산서요청
계산하께요,12000원입니다,계산서요청
계산하께요,8500원입니다,계산서요청
여기 계산이요 양 진짜 많네요 맛있게 잘 먹었어요,6000원 결제해드릴게요,계산서요청
얼마에요?,6500원이요,계산서요청
계산이요,네 팔천 원입니다,계산서요청
여기 계산해주세요,6500원입니다,계산서요청
여기 계산이요,네,계산서요청
얼마에요?,6000원이요,계산서요청
여기 계산 예,칠천 원 나왔습니다,계산서요청
계산 먼저 할게요,네 팔천구백 원 결제 도와드리겠습니다,계산서요청
여기 다 얼마에요?,이만 원입니다,계산서요청
여기 얼마죠?,6500원요,계산서요청
계산할게요,칠천 원이요,계산서요청
계산할게요,네,계산서요청
계산해주세요,네 만 원이요,계산서요청
계산 좀 해주세요,네,계산서요청
계산 좀 해주세요,네 잠시만요,계산서요청
계산할게요,네,계산서요청
계산할게요,6000원입니다,계산서요청
돈 여기 있습니다 오천 원이요,네,계산서요청
여기 계산이요,칠천삼백 원입니다,계산서요청
계산해주세요,이만 사천 원이요,계산서요청
계산 좀 해주세요,칠천구백 원 나왔습니다,계산서요청
계산 좀 부탁드려요,네,계산서요청
계산 좀 해주세요,이만 팔천오백 원이요,계산서요청
계산은 어디서?,바깥쪽에 있는데 나가실 때 하시면 돼요,계산서요청
육천 원 맞지요?,네,계산서요청
계산해주세요,네,계산서요청
계산이요,네,계산서요청
계산은 어디서 해요?,네 여기서 도와드리겠습니다,계산서요청
계산할게요,네,계산서요청
계산할게요,네 계산해드릴게요,계산서요청
계산이요 얼마죠?,오천오백 원이요,계산서요청
계산이요,네 잠시만요,계산서요청
계산할게요 얼마예요?,4500원이요,계산서요청
여기 얼마예요?,6천 원이요,계산서요청
여기 얼마에요?,9천 원이요,계산서요청
계산이요,만 이천 원이요,계산서요청
계산이요,오천 원 결제하겠습니다,계산서요청
여기 계산해주세요,로스가스 하나 구천오백 원입니다,계산서요청
이걸로 계산 좀 해주세요,팔천오백 원 계산해드렸습니다,계산서요청
여기 얼마에요?,칠천오백 원이요,계산서요청
계산해주세요,네,계산서요청
계산해주세요,계산 도와드리겠습니다 만 원입니다,계산서요청
계산해주세요,구천원입니다,계산서요청
돈 드렸습니다,네 감사합니다,계산서요청
우리 얼마에요?,구천 원이요,계산서요청
계산부터 해주세요,예 잠시만요,계산서요청
순대 일 인분하고 만두 하고 계산해주세요,팔천 원이에요,계산서요청
이천 원 드리면 돼요?,네 감사합니다,계산서요청
잠깐만요 다 얼마죠?,5000원이요,계산서요청
계산해 주세요 국수 하나는 따로 끊어주세요 나머지같이 끊어주시고 그래도 되죠?,네 7000원만 따로 끊을게요,계산서요청
냉면도 되나요?,냉면은 여름철에만 주문 가능합니다,계절메뉴문의
냉짬뽕은 여름에만 되는가 보죠?,네,계절메뉴문의
비빔냉면도 해요?,아뇨 여름만 해요,계절메뉴문의
겨울에 물냉면 해요?,겨울에도 냉면 해요,계절메뉴문의
콩국수 이런 건 안 되죠 지금은?,그거는 여름에만 가능해요,계절메뉴문의
냉면 돼요?,네 돼요,계절메뉴문의
여름에는 냉면도 하나 보네요 그렇죠,냉면 지금도 해요,계절메뉴문의
콩국수도 되나요?,지금은 안돼요,계절메뉴문의
국물 좀 더 주시면 안 될까요?,네 더 드릴게요,국물요청
국물 좀 더 주시겠어요?,네 국물 더 갖다 드릴게요,국물요청
이거 쌀국수 국물 좀 따로 주실 수 있나요?,네 준비해드릴게요,국물요청
국 따로 나와요?,된장찌개 따로 나와요,국물요청
국물 조금 더 가져가도 돼요?,네,국물요청
여기 국물 조금 더 주실 수 있어요?,네,국물요청
국물은 뭐 있어요?,저쪽에 어묵 국물 있어요,국물요청
국물 좀 주세요,국물이요 이거 갖다가 드세요,국물요청
포장하면 국물 안 나오죠?,네,국물요청
국물은 혹시 안 넣어줘요?,네,국물제공문의
장국 나와요?,네,국물제공문의
저기 국물 나오는 게 뭐예요?,미역국이요,국물제공문의
국물은 더 먹어도 돼요?,네 말씀 하세요,국물제공문의
얼큰 돈가스 같은 경우에는 국물이 들어가나요?,네 맞아요,국물제공문의
그러면 기본 돈가스에도 국물이 나오죠?,네 장국 나와요,국물제공문의
혹시 국물 나오나요?,네 드릴게요,국물제공문의
김밥 먹으면 국물 줘요?,네,국물제공문의
국물은 없어요?,네 따로 없어요,국물제공문의
홀에서 먹으면 나와요?,나와요,국물제공문의
포장하면 국물은 따로 없죠?,안 나와요,국물제공문의
뜨거운 국물은 안 나오죠?,국물은 따로 없어요 김밥을 시켜도 없어요,국물제공문의
단무지 하나 좀 주시겠어요?,네,기본반찬요구
